0.000, 0.000, 0.000, 0.000
0.015, 0.000, 0.000, 0.000
0.032, 0.000, 0.000, 0.000
0.048, 0.000, 0.000, 0.000
0.065, 0.000, 0.000, 0.000
0.082, 0.000, 0.000, 0.000
0.098, 0.000, 0.000, 0.000
0.115, 0.000, 0.000, 0.000
0.132, 0.000, 0.000, 0.000
0.148, 0.000, 0.000, 0.000
0.165, 0.000, 0.000, 0.000
0.182, 0.000, 0.000, 0.000
0.198, 0.000, 0.000, 0.000
0.215, 0.000, 0.000, 0.000
0.232, 0.000, 0.000, 0.000
0.248, 0.000, 0.000, 0.000
0.265, 0.000, 0.000, 0.000
0.282, 0.000, 0.000, 0.000
0.298, 0.000, 0.000, 0.000
0.315, 0.000, 0.000, 0.000
0.332, 0.307, -0.393, 0.430
0.348, 0.479, -0.259, 0.450
0.365, 0.571, -0.364, 0.581
0.382, 0.368, -0.385, 0.429
0.398, 0.368, -0.385, 0.429
0.415, 0.259, -0.251, 0.228
0.432, 0.322, 0.034, 0.388
0.448, 0.516, 0.302, 0.269
0.465, 0.623, 0.452, 0.262
0.482, 0.519, 1.812, 0.211
0.498, 0.560, 0.402, 2.355
0.515, 0.503, 1.436, -0.348
0.532, 0.045, 0.387, 0.796
0.549, 0.001, 0.101, 0.213
0.565, -0.831, -0.101, -0.123
0.582, -0.417, -0.136, -0.352
0.599, 0.318, 0.113, -0.295
0.615, 0.673, -0.053, -0.510
0.632, 0.334, 0.162, -1.374
0.649, -0.684, 0.492, 0.112
0.665, -1.539, 1.459, -0.716
0.682, -2.162, 1.070, 0.521
0.699, -3.134, 1.703, 0.942
0.715, -3.672, 2.428, 1.051
0.732, -2.160, 4.686, 2.409
0.749, -1.847, 6.123, 4.098
0.765, -1.601, 7.428, 5.317
0.782, -1.815, 9.160, 6.219
0.798, 0.549, 8.694, 6.944
0.814, 0.549, 8.694, 6.944
0.830, 3.447, 11.529, 7.484
0.846, 5.725, 11.377, 4.696
0.861, 7.696, 11.269, -0.075
0.877, 7.696, 11.269, -0.075
0.892, 5.509, 9.115, -4.239
0.908, -2.270, 4.948, -7.072
0.924, -12.540, -3.177, -9.755
0.941, -19.039, -8.942, -13.799
0.957, -19.691, -9.749, -14.895
0.972, -15.025, -10.454, -6.756
0.988, -12.736, -10.307, -2.471
1.004, -9.139, -9.705, 4.004
1.020, -9.139, -9.705, 4.004
1.036, -6.255, -7.935, 6.708
1.052, -4.728, -4.957, 5.715
1.067, -2.304, -2.244, 6.268
1.084, 0.296, -1.734, 5.631
1.099, 0.296, -1.734, 5.631
1.115, 0.692, -0.875, 0.310
1.132, 0.692, -0.875, 0.310
1.148, 0.130, 3.341, -1.087
1.164, 1.897, 1.183, -4.024
1.181, 0.148, 1.259, -3.377
1.197, -4.015, 1.063, 1.397
1.212, -4.370, 4.932, 0.957
1.228, -3.167, 1.531, -0.860
1.245, -2.782, 1.404, -1.570
1.260, -1.891, 1.351, -3.228
1.276, 1.365, 3.012, -2.890
1.293, 1.838, 2.790, -1.776
1.308, 2.163, 3.439, 6.233
1.324, 0.929, 1.132, 3.406
1.341, 0.649, -0.031, 0.805
1.356, -0.445, 0.074, -1.991
1.372, -1.275, -1.110, -1.262
1.389, -1.061, -0.966, -0.028
1.404, -1.358, -0.565, 1.451
1.420, -1.784, -0.350, 1.346
1.437, 1.165, -1.941, 0.588
1.453, 4.841, -4.046, 0.321
1.469, 4.671, -3.897, 0.463
1.486, 3.817, -3.663, 0.473
1.501, 3.506, -3.398, 0.479
1.517, -4.107, -1.914, 0.256
1.534, -4.107, -1.914, 0.256
1.549, -0.752, -4.481, 0.155
1.565, 2.094, -4.425, -0.018
1.582, 2.397, -4.160, -0.077
1.598, 2.397, -4.160, -0.077
1.614, -2.216, -5.647, -1.110
1.631, -1.682, -4.732, -2.109
1.646, 0.476, -5.383, -0.543
1.662, 0.638, -6.923, 0.328
1.678, 0.213, -5.219, -0.025
1.695, 0.330, -4.390, 0.053
1.710, 0.330, -4.390, 0.053
1.726, -0.490, -8.347, -1.900
1.742, -0.519, -6.516, -0.719
1.758, 10.024, 44.384, -4.334
1.774, 12.655, 37.209, -4.688
1.790, 7.671, 14.288, -3.744
1.805, 0.684, -1.666, 0.555
1.821, 0.684, -1.666, 0.555
1.838, 1.174, -0.844, 0.588
1.854, 0.463, -0.058, 0.764
1.871, -1.504, -0.510, 1.771
1.887, -4.040, 4.774, 15.058
1.903, -5.270, 6.266, 23.882
1.919, -3.648, 0.427, 4.840
1.935, -2.229, 3.336, 4.919
1.951, 2.631, 2.741, -1.013
1.967, 4.107, 1.046, -6.805
1.983, 3.082, 1.011, -4.167
1.999, 2.843, 0.565, 0.678
2.015, 1.771, 0.660, -0.548
2.031, 1.074, -0.111, -1.522
2.047, 1.058, -0.076, -1.391
2.063, -0.275, -0.296, -1.670
2.080, -2.827, -1.146, -1.191
2.096, -3.580, -1.515, -1.547
2.112, -3.472, -1.787, -1.418
2.128, -2.620, -1.991, -0.834
2.144, -1.713, -1.952, 0.421
2.160, -0.753, -1.534, 1.790
2.177, -0.753, -1.534, 1.790
2.192, 0.245, -1.372, 3.773
2.208, 0.377, -1.256, 4.027
2.225, -0.061, -0.458, 3.254
2.240, -0.987, 0.107, 1.934
2.256, -1.428, 0.211, 1.231
2.272, -1.508, 0.421, 0.368
2.289, -1.508, 0.421, 0.368
2.304, -0.795, 0.331, 0.443
2.320, -0.375, 0.251, 1.294
2.336, 0.587, 0.641, 0.985
2.352, 1.732, 1.784, 0.535
2.368, 3.038, 3.411, 0.508
2.383, 3.146, 3.148, 1.987
2.399, 2.464, -3.777, -2.281
2.416, 2.375, -4.149, -2.534
2.433, 2.333, -4.151, -2.432
2.448, 1.333, -3.190, -2.232
2.465, 0.967, -0.930, -2.791
2.482, 0.594, 2.049, -4.400
2.497, 0.294, 3.246, -4.403
2.513, -0.134, 3.569, -4.035
2.530, -2.150, 2.481, -2.026
2.545, -2.886, 1.908, -1.559
2.561, -2.856, 1.511, -0.085
2.577, -3.963, -0.703, 6.240
2.592, -3.018, 0.364, 0.252
2.608, -2.768, -0.040, 0.191
2.625, -2.819, -1.120, 1.581
2.640, -2.819, -1.120, 1.581
2.656, -2.880, -0.185, 2.136
2.672, -2.490, 0.906, 1.954
2.687, -2.490, 0.906, 1.954
2.702, -2.085, 1.006, 1.947
2.719, -0.565, 0.312, 1.983
2.734, 0.366, -0.289, 2.203
2.750, 0.696, -0.388, 2.157
2.767, 0.974, -0.333, 1.978
2.782, 1.479, 0.306, 1.604
2.798, 1.913, 0.532, 1.408
2.814, 2.168, -0.027, 1.516
2.830, 2.262, 0.184, 1.741
2.846, -0.272, 2.784, 1.938
2.863, -0.919, 3.202, 2.356
2.879, -1.412, 2.876, 3.064
2.895, -0.957, 1.561, 6.081
2.911, 0.468, 2.194, 8.464
2.926, 0.030, 4.183, 8.351
2.942, -0.746, 6.006, 7.524
2.958, -3.594, 6.992, 0.411
2.973, -5.207, 4.044, -2.080
2.989, -2.810, 0.485, -4.489
3.006, -1.701, 0.192, -4.048
3.022, -0.689, 0.414, -3.642
3.038, 0.801, 1.826, -3.745
3.055, 2.020, 2.691, -2.549
3.072, 1.859, 1.950, -0.304
3.088, 1.706, -0.397, 1.808
3.104, 0.441, -1.412, 0.149
3.121, -0.072, -1.393, -1.348
3.137, -0.820, -1.399, -3.487
3.153, -2.118, -1.098, -6.496
3.170, -3.166, -0.268, -5.799
3.185, -3.689, -0.152, -2.313
3.201, -3.158, -0.718, -1.764
3.218, -0.725, -1.364, -3.077
3.233, 1.066, -0.982, -2.608
3.249, 1.190, -1.181, -1.867
3.266, 1.220, -1.564, -1.374
3.280, 1.799, -2.965, -0.750
3.296, 1.751, -3.276, -0.584
3.312, 1.442, -3.521, -0.280
3.328, 1.003, -3.504, 0.204
3.344, 0.818, -2.841, -0.166
3.361, 0.766, -2.447, -0.360
3.376, 0.530, -1.394, 0.104
3.392, 0.324, -0.559, 0.749
3.408, -0.909, 3.436, 3.647
3.423, -1.893, 4.755, 4.800
3.439, -1.726, 4.431, 4.188
3.456, -1.039, 3.479, 3.640
3.472, 0.052, 1.602, 1.984
3.488, 0.659, 0.785, 1.153
3.504, 2.409, 0.542, -0.648
3.519, 4.186, 2.077, -1.754
3.535, 4.685, 3.830, -2.524
3.552, 4.394, 2.955, -2.122
3.568, 3.580, 0.579, -1.624
3.584, 1.817, -3.393, -0.870
3.600, 0.745, -5.425, -1.580
3.617, 0.643, -5.056, -1.899
3.633, 0.798, -3.722, -2.634
3.649, 0.808, 1.239, -4.628
3.665, 0.092, 4.200, -6.041
3.681, -1.089, 4.451, -5.968
3.697, -2.298, 0.633, -5.183
3.714, -3.015, 0.166, -1.280
3.729, -3.460, -0.258, -0.085
3.745, -3.480, -0.537, 1.090
3.762, -3.232, -0.696, 2.843
3.778, -2.509, -0.007, 6.977
3.794, -2.607, 1.808, 1.144
3.810, -2.738, 1.968, -0.221
3.825, -2.765, -0.782, 2.959
3.841, -2.055, -0.747, 3.941
3.857, -1.663, -0.391, 2.581
3.873, -1.667, -0.725, 2.256
3.889, -1.005, -0.804, 1.293
3.906, -0.494, -0.766, 0.972
3.922, 1.396, 0.305, 1.267
3.938, 1.396, 0.305, 1.267
3.954, 2.196, 0.266, 1.217
3.969, 1.816, 0.556, 0.797
3.985, 1.329, 0.635, 0.727
4.001, 0.665, 1.858, 0.630
4.016, -0.487, 3.692, 1.090
4.032, -1.024, 4.127, 1.813
4.048, -1.558, 3.653, 3.591
4.063, -1.661, 2.114, 9.556
4.079, -1.472, 2.455, 8.491
4.096, -2.000, 4.094, 6.386
4.111, -2.655, 4.599, 6.050
4.127, -2.655, 4.599, 6.050
4.143, -2.844, 4.229, 1.107
4.159, -2.844, 4.229, 1.107
4.175, -1.635, 3.266, -3.027
4.191, 0.043, 3.530, -6.144
4.207, 2.031, 4.359, -4.662
4.223, 2.643, 4.211, -2.249
4.239, 2.426, 3.095, -0.908
4.255, -0.189, 0.715, -1.193
4.270, -2.260, 0.568, -4.294
4.287, -3.180, 1.461, -5.383
4.303, -2.539, -0.160, -5.062
4.319, 1.278, -2.234, -4.623
4.336, 1.756, -2.987, -5.008
4.352, 1.951, -3.815, -4.980
4.367, 1.825, -4.681, -4.937
4.384, 2.005, -5.284, -4.805
4.399, 2.576, -4.864, -4.436
4.414, 2.212, -4.639, -4.161
4.430, 1.863, -4.537, -3.910
4.446, 1.445, -4.168, -3.266
4.461, 1.056, -2.258, -0.365
4.477, 0.769, -1.761, -0.050
4.494, -0.115, -1.317, 0.574
4.509, -0.533, -1.454, 0.856
4.525, -0.741, -1.747, 1.239
4.541, -0.871, 1.859, 5.836
